Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Nathalie Yamb,@Nath_Yamb,https://pbs.twimg.com/ext_tw_video_thumb/1685705211841503232/pu/img/pPR2Nttf_NJShpxf.jpg,2.1K,7.9K,774,,,https://twitter.com/Nath_Yamb,"Dakar, Sénégal, le 30 juillet 2023. “France dégage! On en a marre de la France. France dégage!” #FreeSenegal",,
Jules ROGÉ 𝕏,@roge_jules,,6,114,25,14K,https://twitter.com/roge_jules/status/1685888399595479041,https://twitter.com/roge_jules,"Pour après accueillir la Russie qui va coloniser le Sénégal, récupérer toutes les ressources et laisser le pays dans un état lamantable.","Jul 31, 2023",2023-07-31T05:41:31.000Z
Nathalie Yamb,@Nath_Yamb,,20,339,66,15K,https://twitter.com/Nath_Yamb/status/1685924105252372480,https://twitter.com/Nath_Yamb,Votre obsession de la Russie est maladive. Il faut vous soigner. Il faut être un raciste invétéré pour croire que les Africains ont pour seule vocation d’appartenir à/d’être manipulés par des puissances extérieures. Les choix que nous opérons ne vous concernent pas.,"Jul 31, 2023",2023-07-31T08:03:24.000Z
K&D Session,@PascalETIENNE15,"https://pbs.twimg.com/media/F2Ym__1WcAAPXxY?format=jpg&name=360x360, https://pbs.twimg.com/media/F2Ym__1WcAAPXxY?format=jpg&name=360x360",,4,4,1.7K,https://twitter.com/PascalETIENNE15/status/1686077995549671438,https://twitter.com/PascalETIENNE15,"Moi, je suis content. Je vais même mieux dire, je suis content pour vous 

On a des réserves d’uranium pour 10 ans, celui du Niger représente 15% de notre parc et est plus cher. La Russie n’a besoin que de votre or…et là , Wagner va s’en charger 

Bonjour les Djiadistes","Jul 31, 2023",2023-07-31T18:14:54.000Z
Mahamadou M. Diakité,@mowassolon,"https://pbs.twimg.com/media/F2T1otnWEAURsnk?format=jpg&name=small, https://pbs.twimg.com/media/F2T1otnWEAURsnk?format=jpg&name=small",13,94,16,12K,https://twitter.com/mowassolon/status/1685742244140040192,https://twitter.com/mowassolon,,"Jul 30, 2023",2023-07-30T20:00:45.000Z
Nénette SOKI,@nenettesokivang,,,22,3,11K,https://twitter.com/nenettesokivang/status/1685820768301572096,https://twitter.com/nenettesokivang,@Ceoff88 je vous disais que ça n'était que le début... Bonne fin de week-end,"Jul 31, 2023",2023-07-31T01:12:46.000Z
Nathalie Yamb,@Nath_Yamb,,20,339,66,15K,https://twitter.com/Nath_Yamb/status/1685924105252372480,https://twitter.com/Nath_Yamb,Votre obsession de la Russie est maladive. Il faut vous soigner. Il faut être un raciste invétéré pour croire que les Africains ont pour seule vocation d’appartenir à/d’être manipulés par des puissances extérieures. Les choix que nous opérons ne vous concernent pas.,"Jul 31, 2023",2023-07-31T08:03:24.000Z
R. de Thilay,@rthilay,,7,179,15,10K,https://twitter.com/rthilay/status/1685850842359119872,https://twitter.com/rthilay,"Du coup on peut vous renvoyer vos compatriotes qui vivent des aides sociales en France? Leurs souffrances doivent être intolérables, ils seraient mieux dans leur mère patrie.","Jul 31, 2023",2023-07-31T03:12:17.000Z
blacknegro,@black27712102,,,,,70,https://twitter.com/black27712102/status/1685948979501015040,https://twitter.com/black27712102,Brûler un drapeau c’est brûler un pays,"Jul 31, 2023",2023-07-31T09:42:14.000Z
Mehdi TLIBA,@TlibaMehdi,,,,,62,https://twitter.com/TlibaMehdi/status/1685967072046501888,https://twitter.com/TlibaMehdi,"Je suis d'accord.
On peut nous aussi dire Sénégal dégage ?","Jul 31, 2023",2023-07-31T10:54:08.000Z
