Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
£|z0,@ElhadjiKandji1,"https://pbs.twimg.com/media/GNiABfQWAAAEali?format=jpg&name=small, https://pbs.twimg.com/media/GNiABfQWAAAEali?format=jpg&name=small",315,481,11,14K,https://twitter.com/ElhadjiKandji1/status/1790321623913910545,https://twitter.com/ElhadjiKandji1,"Ceci est un combat de tout un chacun.

C’est inadmissible qu’au Sénégal les forfaits mobiles d’Orange soient aussi chers et ça doit cesser.

Non à la cherté de l’internet mobile.",2h,2024-05-14T10:01:52.000Z
Malickglo04,@malickglo04,"https://pbs.twimg.com/media/GNiEtuzWMAAz7PD?format=jpg&name=small, https://pbs.twimg.com/media/GNiEtuzWMAAz7PD?format=jpg&name=small",43,340,8,3.6K,https://twitter.com/malickglo04/status/1790326778566754489,https://twitter.com/malickglo04,"Welcome to Senegal Jean Luc Mélenchon et sa délégation
Koum nakari nanal guedji wala ga dem exil brundi w",2h,2024-05-14T10:22:21.000Z
أميرة,@pendaskh,"https://pbs.twimg.com/media/GNY7_LcWUAEH3sm?format=jpg&name=360x360, https://pbs.twimg.com/media/GNY7_LcWUAEH3sm?format=jpg&name=360x360",1K,6.6K,36,339K,https://twitter.com/pendaskh/status/1789683871979655479,https://twitter.com/pendaskh,Tellement le Sénégal qui gagne,May 12,2024-05-12T15:47:40.000Z
collectif des lanceurs d’alertes,@CLA_senegal,"https://pbs.twimg.com/media/GNeiHViXEAA4hOM?format=jpg&name=small, https://pbs.twimg.com/media/GNeiHViXEAA4hOM?format=jpg&name=small",179,391,11,10K,https://twitter.com/CLA_senegal/status/1790077630676410635,https://twitter.com/CLA_senegal,"Le combat de F4C est le combat de tous les Sénégalais. Trop, c'est trop. Orange doit nous respecter.
Front contre la cherté des Coûts de Connexion
 #F4C #Respect #Sénégal""",18h,2024-05-13T17:52:19.000Z
Lanceurs d’alerte au Sénégal,@ldsenegalais,"https://pbs.twimg.com/amplify_video_thumb/1790284677472796672/img/_hpqhaoknxJ2qyWw.jpg, https://pbs.twimg.com/amplify_video_thumb/1790284677472796672/img/_hpqhaoknxJ2qyWw.jpg, https://pbs.twimg.com/amplify_video_thumb/1790284677472796672/img/_hpqhaoknxJ2qyWw.jpg",3,18,1,386,https://twitter.com/ldsenegalais/status/1790284860302426428,https://twitter.com/ldsenegalais,"Témoignage accident VDN : Le chauffeur de bus Tata avait, semble-t-il, un problème de frein. Il a tué sur le coup un motard et son passager.",4h,2024-05-14T07:35:47.000Z
𝑅❀𝑠𝑎𝑡𝑎,@romarosata,"https://pbs.twimg.com/ext_tw_video_thumb/1788344633178615809/pu/img/6jLYRmQ43OIyjYeh.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1788344633178615809/pu/img/6jLYRmQ43OIyjYeh.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1788344633178615809/pu/img/6jLYRmQ43OIyjYeh.jpg",144,628,39,186K,https://twitter.com/romarosata/status/1788344680817557521,https://twitter.com/romarosata,La dernière fois que j’ai été au Sénégal y’avait pas tout ça pitié je suis tellement contente,May 8,2024-05-08T23:06:12.000Z
Disciple de Cheikh_Anta_Diop,@Mamadou01361233,"https://pbs.twimg.com/media/GNeE04fWwAEe4ZT?format=jpg&name=360x360, https://pbs.twimg.com/media/GNeE04fWwAEe4ZT?format=jpg&name=360x360",87,165,2,3.3K,https://twitter.com/Mamadou01361233/status/1790045437610569826,https://twitter.com/Mamadou01361233,"@orange_sn @free 

La cherté de l’internet plombe l’entrepreneuriat des jeunes 

Free Sénégal n’est pas free avec nous 

#kebetu",20h,2024-05-13T15:44:24.000Z
SunuBRT officiel,@Sunubrtofficiel,https://pbs.twimg.com/ext_tw_video_thumb/1790325976959717376/pu/img/dOG3wJsA0MMrsLLb.jpg,6,26,1,494,https://twitter.com/Sunubrtofficiel/status/1790326141036667146,https://twitter.com/Sunubrtofficiel,"Ils ont testé et approuvé SunuBRT ! 

Le week-end dernier, les gagnants du quiz ont profité d’une visite gratuite pour explorer l’itinéraire de SunuBRT.

Revivez les temps forts de ces moments de découverte et de convivialité.

#SunuBRT
#BusRapideTeranga
#senegal",2h,2024-05-14T10:19:49.000Z
"Cyprian, Is Nyakundi",@C_NyaKundiH,https://pbs.twimg.com/media/GNdNWN6WkAArHz2?format=jpg&name=small,148,1.1K,32,41K,https://twitter.com/C_NyaKundiH/status/1789984528112427183,https://twitter.com/C_NyaKundiH,"Senegal secures the return of late President Léopold Senghor's 344-book library from France.

The collection which including personally inscribed volumes will be transferred to Dakar for a potential museum dedicated to Senghor's life and work.",May 13,2024-05-13T11:42:22.000Z
Gozie007,@Goziedragon007,"https://pbs.twimg.com/ext_tw_video_thumb/1788082139113693185/pu/img/ONA01MhZdc4FgZjv.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1788082139113693185/pu/img/ONA01MhZdc4FgZjv.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1788082139113693185/pu/img/ONA01MhZdc4FgZjv.jpg",161,198,6,5.6K,https://twitter.com/Goziedragon007/status/1788082239118458963,https://twitter.com/Goziedragon007,"Failed military coup in Senegal, France still want to be playing God in Africa,.
Why are Africans the problem of Africans.

I hope he never have to see the sun again.",May 8,2024-05-08T05:43:21.000Z
