Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
FAO au Sénégal,@FAOSenegal,"https://pbs.twimg.com/media/FVX8K5HXsAYmtsN?format=jpg&name=small, https://pbs.twimg.com/media/FVX8K5HXsAYmtsN?format=jpg&name=small",8,13,1,,https://twitter.com/FAOSenegal/status/1537414493923426305,https://twitter.com/FAOSenegal,"La @FAO appuie la mise en œuvre de ce plan décennal avec son projet #FISH4ACP (2020-2024).

L’Équipe d’analyse de la chaîne de valeur de @FAOfish a aidé à développer cette vision commune pour l’amélioration de la performance de la filière des #Huîtres au Sénégal.

#IYAFA2022","Jun 16, 2022",2022-06-16T12:39:13.000Z
khalilou diallo,@KhalilouDiallo,,,2,1,,https://twitter.com/KhalilouDiallo/status/1438956744638619648,https://twitter.com/KhalilouDiallo,Senegal mo nekh… sur le 20h de la RTS il n annonce le lancement de la stratégie nationale de lutte contre la corruption 2020-2024…. 2020??? Alors k niogui presk 2022!,"Sep 17, 2021",2021-09-17T20:03:17.000Z
𝐌•,@mhds_jr,"https://pbs.twimg.com/ext_tw_video_thumb/1769940282169024512/pu/img/RV5L-yJyNsxpf0a9.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1769940282169024512/pu/img/RV5L-yJyNsxpf0a9.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1769940282169024512/pu/img/RV5L-yJyNsxpf0a9.jpg",,2,,243,https://twitter.com/mhds_jr/status/1769975193018028197,https://twitter.com/mhds_jr,L’époque 2020/2024 au Sénégal faut vraiment être là,Mar 19,2024-03-19T06:32:25.000Z
ꪑꪖᧁꪻꪖꪀᧁꪖ ᴿᴱⱽᵁᴱ ᴰᴱ ᴸ’ᴬᶜᵀᵁ,@Magtanga1,,,,,,https://twitter.com/Magtanga1/status/1439322358444068867,https://twitter.com/Magtanga1,"Gouvernance : Macky Sall aspire à un État sans corruption

Le président de la République Macky Sall aspire à un Sénégal sans corruption. Pour ce faire, l’État du Sénégal a élaboré une Stratégie nationale de lutte contre la corruption (Sulcc 2020-2024). https://senegal7.com/gouvernance-macky-sall-aspire-a-un-etat-sans-corruption/…","Sep 18, 2021",2021-09-18T20:16:06.000Z
La Vie Sénégalaise,@LVS_Officiel,,1,3,,,https://twitter.com/LVS_Officiel/status/1439248708340797444,https://twitter.com/LVS_Officiel,SNLCC 2020-2024 – #OFNAC : Macky Sall veut faire du Sénégal un État sans corruption @LVS_Officiel https://laviesenegalaise.com/snlcc-2020-2024-ofnac-macky-sall-veut-faire-du-senegal-un-etat-sans-corruption/…,"Sep 18, 2021",2021-09-18T15:23:26.000Z
La Vie Sénégalaise,@LVS_Officiel,,1,,,,https://twitter.com/LVS_Officiel/status/1438989768814116868,https://twitter.com/LVS_Officiel,#SNLCC 2020-2024 – #OFNAC : Macky Sall veut faire du #Sénégal un État sans #corruption @LVS_Officiel https://laviesenegalaise.com/snlcc-2020-2024-ofnac-macky-sall-veut-faire-du-senegal-un-etat-sans-corruption/…,"Sep 17, 2021",2021-09-17T22:14:30.000Z
Elimane Ndao,@e_ndao,,1,5,2,,https://twitter.com/e_ndao/status/1453148839804870660,https://twitter.com/e_ndao,"Oui mais...le Rapport 143333-SN du cadre de partenariat pays pour le Sénégal 2020-2024 est assez limitatif sur les revenus pétroliers capables d'amorcer une croissance soutenue. 15milliards$ sur 30ans pour GTA et 9,3milliards$ sur 25ans pour Yaakar-Teranga pour le gaz.","Oct 26, 2021",2021-10-26T23:57:36.000Z
Uganda's Future,@Destinationuga1,,2,1,1,,https://twitter.com/Destinationuga1/status/1345638800295415808,https://twitter.com/Destinationuga1,"#Uganda's Economy is Secure:
Titled “Foresight Africa: Top priorities for the continent 2020-2030” Brookings Institution observed that only Rwanda, Senegal, and Niger will grow quicker than Uganda between 2020-2024.@NRMOnline @Mukulaa @OfwonoOpondo @DuncanAbigaba @JustineLumumba","Jan 3, 2021",2021-01-03T07:51:05.000Z
Projet CaSSECS,@ProjetCassecs,,,4,1,,https://twitter.com/ProjetCassecs/status/1408345006793019393,https://twitter.com/ProjetCassecs,"Financé par l’Union Européenne et l’Agence de Française de Développement (AFD) pour une durée de 4 ans (2020-2024), ce projet coordonné par l'#ISRA au Sénégal, mise sur l’agroécologie pour renforcer la résilience des agriculteurs du Sahel.","Jun 25, 2021",2021-06-25T08:43:10.000Z
Yabi Gilles,@YabiGilles,,2,5,,,https://twitter.com/YabiGilles/status/1471804503028551683,https://twitter.com/YabiGilles,"Stratégie nationale de lutte contre la corruption 2020 – 2024, OFNAC - @WATHI_ThinkTank sélectionne des documents sur la gouvernance, la lutte contre la corruption au #senegal, avec @OSIWA1 @ForumCivil1 ☛  https://senegalpolitique.org/strategie-nationale-de-lutte-contre-la-corruption-2020-2024-ofnac/…","Dec 17, 2021",2021-12-17T11:28:32.000Z
Le Sénégal Modèle,@senegal_modele,,,,,,https://twitter.com/senegal_modele/status/1516904834229850113,https://twitter.com/senegal_modele,"Merci PR d'avoir demandé, au #MSAS de finaliser l’audit de la gouvernance des struct de santé (en particulier la réforme hospitalière de 1998), en vue d’accélérer les réformes nécessaires à la mise en œuvre optimale du program d’invest (2020-2024), pour un syst de santé résilient","Apr 20, 2022",2022-04-20T22:21:09.000Z
Papa ibrahima Cobar,@CobarPapa,,,,1,,https://twitter.com/CobarPapa/status/1465662179705827333,https://twitter.com/CobarPapa,"2/ nous autres nouveaux pays producteurs devons engager les réflexions et ""accorder"" nos prévisions. 
Déjà, 
le Rapport 143333-SN du cadre de partenariat pays pour le Sénégal 2020-2024 est assez limitatif sur les revenus pétroliers capables d'amorcer une croissance soutenue.","Nov 30, 2021",2021-11-30T12:41:08.000Z
SenePlus.com,@SenePlus,,,,,,https://twitter.com/SenePlus/status/1580486811146518528,https://twitter.com/SenePlus,"Dans le cadre de la mise en œuvre de la Stratégie nationale de lutte contre la corruption 2020-2024, la présidente de l’Ofnac, Seynabou Ndiaye Diakhaté, a fait savoir que les limites du texte compromettaient sérieusement son action https://seneplus.com/societe/les-limites-du-texte-enfreignent-notre-action… #Senegal","Oct 13, 2022",2022-10-13T09:13:14.000Z
Pressafrik.com,@Pressafrik,,,,,,https://twitter.com/Pressafrik/status/1320267682126716928,https://twitter.com/Pressafrik,Plan d’investissement 2020-2024 : Le Sénégal pour relever son système de santé (ministre) https://ift.tt/37DAxXz,"Oct 25, 2020",2020-10-25T07:35:19.000Z
WIM SENEGAL,@SenegalWim,,,,,,https://twitter.com/SenegalWim/status/1541658369337053184,https://twitter.com/SenegalWim,"En effet, 
 douze(12)initiatives ont été retenues dans les six(06)pays du Sahel, dont celle de WIM Sénégal.Conçue comme un projet pilote de 4 ans (2020-2024),il doit permettre de créer un vivier d’opérateurs locaux capables de mettre en œuvre des projets de plus grande envergure","Jun 28, 2022",2022-06-28T05:42:52.000Z
Badian Adjovi,@AdjoviBadian,"https://pbs.twimg.com/media/E_fawWWWYAUrJLk?format=png&name=small, https://pbs.twimg.com/media/E_fawWWWYAUrJLk?format=png&name=small",,,,,https://twitter.com/AdjoviBadian/status/1438859445384138756,https://twitter.com/AdjoviBadian,"Dans le cadre de la mise en œuvre de la Stratégie Nationale de Lutte contre la Corruption, l’OFNAC a organisé ce 17 Septembre un web forum dédié au lancement d’un nouveau programme de lutte contre la #corruption (SNLCC 2020-2024).
#Senegal #kebetu","Sep 17, 2021",2021-09-17T13:36:39.000Z
Diaspocom.com,@DiaspocomC,,,,,,https://twitter.com/DiaspocomC/status/1304175570494926849,https://twitter.com/DiaspocomC,SÉNÉGAL : 500 MILLIARDS DE FRANCS POUR LE SECTEUR DE LA SANTÉ SUR LA PÉRIODE 2020 2024 https://diaspocom.com/Accueil/senegal-500-milliards-de-francs-pour-le-secteur-de-la-sante-sur-la-periode-2020-2024/…,"Sep 10, 2020",2020-09-10T21:51:01.000Z
Enqueteplus.com,@enquete_plus,,,,,,https://twitter.com/enquete_plus/status/1438914156703272960,https://twitter.com/enquete_plus,La SNLCC 2020-2024 guidée par la volonté de faire du Sénégal un pays sans corruption http://dlvr.it/S7mb2h,"Sep 17, 2021",2021-09-17T17:14:03.000Z
Lejecos,@Lejecos1,,,,,,https://twitter.com/Lejecos1/status/1390211257777770496,https://twitter.com/Lejecos1,"La Banque arabe pour le développement économique en #Afrique s’est engagée à investir un montant maximal de 1,5 milliard d’USD dans le secteur agricole au cours de la période 2020-2024.
#kebetu #Senegal #kpakpatoya https://lejecos.com/Renforcement-de-la-securite-alimentaire-en-Afrique-Une-coalition-de-banques-multilaterales-et-de-partenaires-au_a19590.html…","May 6, 2021",2021-05-06T07:46:07.000Z
TRADE FM,@tradefm,"https://pbs.twimg.com/media/FAEE9oxUUAIOzd-?format=jpg&name=240x240, https://pbs.twimg.com/media/FAEE9oxUUAIOzd-?format=jpg&name=240x240",1,,,,https://twitter.com/tradefm/status/1441438856444776450,https://twitter.com/tradefm,12.450 milliards sur 30 ans sont les retombées pétrolière et gazière au Sénégal selon un rapport de la Banque Mondiale pour la période 2020-2024... https://soundcloud.com/tradefm/fr-inv-sekou-m-diakite-retombes-economique-petrole… #kebetu #senegal #dakar #sununet #team221,"Sep 24, 2021",2021-09-24T16:26:18.000Z
Laconic Papa Ndia,@Obongowoibesik1,,1,,1,,https://twitter.com/Obongowoibesik1/status/1349080154602139649,https://twitter.com/Obongowoibesik1,"Africa's fast-growing economies will outperform over next five years (2020-2024)

Senegal. 8.3%

Rwanda. 7.9.

Niger. 7.3.

Uganda. 7.2.

Mozambique. 6.9.

Sub Saharan Africa. 3.9.

World. 3.5.

Nigeria, South Africa, Angola. 2.3.","Jan 12, 2021",2021-01-12T19:45:48.000Z
Moussa Ndongo,@MoussaNdongo12,,,,,,https://twitter.com/MoussaNdongo12/status/1350134249970667521,https://twitter.com/MoussaNdongo12,"De grandes réformes prévues pour la Santé. Dans une perspective d’améliorer l’offre de services de santé et d’action sociale pour un système de santé résiliente et pérenne, il sera mis enœuvre le Plan d’Investissement sectoriel quinquennal(2020-2024).","Jan 15, 2021",2021-01-15T17:34:24.000Z
SeneJournal,@senejournal,"https://pbs.twimg.com/media/ElGff7yXgAAVDVO?format=jpg&name=small, https://pbs.twimg.com/media/ElGff7yXgAAVDVO?format=jpg&name=small",,,,,https://twitter.com/senejournal/status/1320011539353657347,https://twitter.com/senejournal,Plan d’investissement 2020-2024 : Le Sénégal pour relever son système de santé (ministre) - https://senejournal.com/2020/10/24/plan-dinvestissement-2020-2024-le-senegal-pour-relever-son-systeme-de-sante-ministre/…,"Oct 24, 2020",2020-10-24T14:37:30.000Z
Dakaractu.com,@dakaractu,"https://pbs.twimg.com/media/ElC8WP2VMAAUK7q?format=jpg&name=small, https://pbs.twimg.com/media/ElC8WP2VMAAUK7q?format=jpg&name=small",,2,,,https://twitter.com/dakaractu/status/1319761782878076928,https://twitter.com/dakaractu,"Plan d’investissement 2020-2024 : Le Sénégal pour relever son système de santé.: D’après le ministre Abdoulaye Diouf Sarr, le ministère de la santé  compte bien  finaliser le Plan d’investissement et de réforme 2020 - 2024. Ce plan, conformément aux… https://dakaractu.com/Plan-d-investissement-2020-2024-Le-Senegal-pour-relever-son-systeme-de-sante_a195095.html?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=dakaractu…","Oct 23, 2020",2020-10-23T22:05:03.000Z
alioune seck,@alioune03337288,,,,,,https://twitter.com/alioune03337288/status/1319347276976881666,https://twitter.com/alioune03337288,"Gal birame Diop cemga du Sénégal#tjrs plus vite, plus haut, et plus fort # pour le plan 2020/2024 des armées sénégalaises","Oct 22, 2020",2020-10-22T18:37:57.000Z
