Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
THIAT KEURGUI,@TKeurgui,https://pbs.twimg.com/ext_tw_video_thumb/1715547119057088512/pu/img/2y7qlV6GaZwN-_q5.jpg,133,472,7,13K,https://twitter.com/TKeurgui/status/1715547307624550644,https://twitter.com/TKeurgui,Manifestation autorisée le coût de la vie au Sénégal est cher demain à 09h à la place de la nation,"Oct 21, 2023",2023-10-21T01:55:26.000Z
Djiby Dia,@DjibyDi03695044,"https://pbs.twimg.com/ext_tw_video_thumb/1433455250267062273/pu/img/DhBzBPYp82-AmzNj.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1433455250267062273/pu/img/DhBzBPYp82-AmzNj.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1433455250267062273/pu/img/DhBzBPYp82-AmzNj.jpg",,,,,https://twitter.com/DjibyDi03695044/status/1433455275076472833,https://twitter.com/DjibyDi03695044,Nous sommes contres la vie cher au Sénégal,"Sep 2, 2021",2021-09-02T15:42:24.000Z
~⌝æ✳︎,@senanonx,"https://pbs.twimg.com/ext_tw_video_thumb/1715565883634917376/pu/img/oB6fo-ku0zc8ajsH.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1715565883634917376/pu/img/oB6fo-ku0zc8ajsH.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1715565883634917376/pu/img/oB6fo-ku0zc8ajsH.jpg",4,20,,493,https://twitter.com/senanonx/status/1715566403221156020,https://twitter.com/senanonx,"Manifestation autorisée le coût de la vie au Sénégal est cher demain à 09h à la place de la nation
#FreeSenegal #FreeSonko","Oct 21, 2023",2023-10-21T03:11:18.000Z
Derviche Garmi,@McArthyy_,https://pbs.twimg.com/ext_tw_video_thumb/1661323882161410050/pu/img/Agcwy2gkpMEbDG-N.jpg,2,10,1,988,https://twitter.com/McArthyy_/status/1694055596578795839,https://twitter.com/McArthyy_,"Il reste encore 5 mois à Macky.
Sonko en prison et hospitalisé.
La vie devenue très cher au Sénégal. Il fait chaud. Des inondations. 
Aissatou Diop Fall est une analyste politique. 
Je suis pauvre. Célibataire. Je supporte le barça.","Aug 22, 2023",2023-08-22T18:35:02.000Z
Xalam Gui,@xalamgui_,,36,82,4,8.7K,https://twitter.com/xalamgui_/status/1705590661074842046,https://twitter.com/xalamgui_,Je vais vous faire un thread sur la hausse des prix au Sénégal vous verrez combien la vie est de plus en plus cher et que cela ne dérange personne dommage !!! Mais les parents souffre entre la nourriture le transport la scolarisation et j’en passe,"Sep 23, 2023",2023-09-23T14:31:16.000Z
La Laiterie du Berger,@Dolima_SN,"https://pbs.twimg.com/media/EyIV645XMAAGba8?format=jpg&name=small, https://pbs.twimg.com/media/EyIV645XMAAGba8?format=jpg&name=small",7,27,1,,https://twitter.com/Dolima_SN/status/1378688570093932552,https://twitter.com/Dolima_SN,"Sénégal, notre cher pays que nous aimons tant.
Pays des valeureux éleveurs qui vivent à la sueur de leurs fronts. 
Nous nous engageons à améliorer leurs conditions de vie, nous nous engageons aussi à apporter au Sénégal tous les bienfaits du lait.
Bonne fête de l'indépendance","Apr 4, 2021",2021-04-04T12:39:04.000Z
M. Lamine Bara LO,@MLBara_LO,"https://pbs.twimg.com/media/D708eLaXoAAi0ar?format=jpg&name=small, https://pbs.twimg.com/media/D708eLaXoAAi0ar?format=jpg&name=small",2,22,,,https://twitter.com/MLBara_LO/status/1134129197520248832,https://twitter.com/MLBara_LO,"Joyeux anniversaire mon cher @BocoumThierno. Que l’engagement politique qui te caractérise profite au Sénégal, notre cher pays, que nous aimons.
Longue vie et beaucoup de bonheur","May 30, 2019",2019-05-30T16:07:26.000Z
Tyty,@NotLaGrandeur_,,9,8,2,5.2K,https://twitter.com/NotLaGrandeur_/status/1677012037681963023,https://twitter.com/NotLaGrandeur_,2m c’est 3000€ sans aucune mala je dépasse ce budget. Le coût de la vie au Sénégal c’est excessivement cher donc je suis meme pas choqué,"Jul 6, 2023",2023-07-06T17:50:01.000Z
Dame Tague,@DameTague1,"https://pbs.twimg.com/media/F881SjxWAAAFBEn?format=jpg&name=small, https://pbs.twimg.com/media/F881SjxWAAAFBEn?format=jpg&name=small",6,31,1,708,https://twitter.com/DameTague1/status/1715648590972940758,https://twitter.com/DameTague1,"#URGENT AUTORISÉ 
Cher public,

Une excellente nouvelle à partager avec vous. Suite à de nombreuses plaintes concernant le coût élevé de la vie au Sénégal, nous avons obtenu l'autorisation du préfet de Dakar pour exprimer notre mécontentement lors d'une manifestation
Celle-ci","Oct 21, 2023",2023-10-21T08:37:53.000Z
#PARTI-RÉEW MI-OFFICIEL,@parti_rewmi_OFF,"https://pbs.twimg.com/media/EBhBJpwWwAAF2ZB?format=jpg&name=small, https://pbs.twimg.com/media/EBhBJpwWwAAF2ZB?format=jpg&name=small",2,12,1,,https://twitter.com/parti_rewmi_OFF/status/1159748541872574464,https://twitter.com/parti_rewmi_OFF,"Un homme très aimable, courtois et reconnaissant.Une seule chose le préoccupe au point de prendre toute sa vie et c'est la prospérité de notre cher pays,le Sénégal.À ce jour de votre anniversaire, nous vous souhaitons une santé de fer accompagnée d'une longévité pleine de sagesse","Aug 9, 2019",2019-08-09T08:49:34.000Z
